policy,extra_delay,seed,uav,pi_los,pth,mean_aoi,avg_power,service_rate,max_queue
FreshSky-Safe,2,19,11,0.8770434254,0.4425090154,5.504054054,0.1039298201,0.1889189189,0.5275270463
FreshSky-Safe,4,0,0,0.95,0.3369544871,4.786216216,0.08514930958,0.2118918919,0.3369544871
FreshSky-Safe,4,0,1,0.2315765095,1.95400716,19.73675676,0.391857652,0.04648648649,23.9916825
FreshSky-Safe,4,0,2,0.95,0.2191119648,5.251891892,0.05744286644,0.2083783784,0.2191119648
FreshSky-Safe,4,0,3,0.8081176242,0.5235225351,6.178108108,0.1380967552,0.1943243243,1.141135211
FreshSky-Safe,4,0,4,0.6281327393,0.7414402559,8.887837838,0.2055993791,0.1491891892,5.287364863
FreshSky-Safe,4,0,5,0.795200025,0.5383055036,6.445675676,0.1501435891,0.1897297297,2.212888058
FreshSky-Safe,4,0,6,0.3394136806,1.361973486,13.51513514,0.3828249799,0.08405405405,23.85078037
FreshSky-Safe,4,0,7,0.9476946562,0.3438720469,5.397567568,0.08438805907,0.202972973,0.3438720469
FreshSky-Safe,4,0,8,0.5005847781,0.9427001774,10.98513514,0.2647204012,0.1164864865,13.05290479
FreshSky-Safe,4,0,9,0.95,0.2738400263,4.716756757,0.06335326013,0.2048648649,0.2738400263
FreshSky-Safe,4,0,10,0.23436609,1.931388168,19.27594595,0.3930635921,0.04756756757,23.99858589
FreshSky-Safe,4,0,11,0.2528380647,1.795260579,17.05864865,0.3993241775,0.05864864865,23.9999822
FreshSky-Safe,4,1,0,0.5605092249,0.8400796556,9.232432432,0.2588353534,0.1451351351,6.761513457
FreshSky-Safe,4,1,1,0.2181252996,2.072097608,24.83054054,0.3959386511,0.04405405405,23.99874277
FreshSky-Safe,4,1,2,0.2316669551,1.953264399,19.72405405,0.3938203355,0.04621621622,23.99722263
FreshSky-Safe,4,1,3,0.3707979081,1.254604531,13.69837838,0.3689215485,0.09567567568,23.76901231
FreshSky-Safe,4,1,4,0.95,0.2976063768,4.377027027,0.07810156536,0.2254054054,0.2976063768
FreshSky-Safe,4,1,5,0.95,0.2276934429,4.018108108,0.06406185787,0.2489189189,0.2276934429
FreshSky-Safe,4,1,6,0.2020086086,2.237061952,32.00918919,0.3911835359,0.03081081081,23.99136411
FreshSky-Safe,4,1,7,0.95,0.2579608484,4.371351351,0.0663726291,0.2264864865,0.2579608484
FreshSky-Safe,4,1,8,0.325972712,1.414030367,14.2827027,0.3924889694,0.08378378378,23.97855081
FreshSky-Safe,4,1,9,0.8362721814,0.4910760745,6.283243243,0.1430756779,0.2094594595,0.9464564472
FreshSky-Safe,4,1,10,0.2993435181,1.530799061,14.2927027,0.3880782483,0.07513513514,23.94910699
FreshSky-Safe,4,1,11,0.2334007936,1.939147999,23.1727027,0.4009319511,0.04783783784,23.99188396
FreshSky-Safe,4,2,0,0.2983974043,1.535332493,15.21783784,0.3834181685,0.06648648649,23.98228171
FreshSky-Safe,4,2,1,0.4720337023,0.9986066978,9.068918919,0.2658452966,0.1305405405,8.156807631
FreshSky-Safe,4,2,2,0.7619171253,0.5764720931,7.179459459,0.1522197932,0.18,1.588248838
FreshSky-Safe,4,2,3,0.95,0.328976203,5.214864865,0.08153275085,0.2064864865,0.328976203
FreshSky-Safe,4,2,4,0.6042558466,0.7746227687,9.747567568,0.2173130902,0.1348648649,5.244718762
FreshSky-Safe,4,2,5,0.7527600943,0.5870535051,7.183513514,0.1597737513,0.1740540541,1.522321031
FreshSky-Safe,4,2,6,0.6803453125,0.6736618433,7.428918919,0.1740596547,0.1627027027,2.92591318
FreshSky-Safe,4,2,7,0.2438339011,1.858825842,22.26621622,0.393367739,0.0427027027,23.97718519
FreshSky-Safe,4,2,8,0.7053294905,0.6430324214,7.425945946,0.1758780569,0.1681081081,2.273356636
FreshSky-Safe,4,2,9,0.1925045361,2.34929577,25.42189189,0.3993802809,0.03621621622,23.99999934
FreshSky-Safe,4,2,10,0.95,0.2710575607,4.855675676,0.06776439017,0.2091891892,0.2710575607
FreshSky-Safe,4,2,11,0.2931742638,1.560894842,17.28216216,0.3995047068,0.06432432432,23.99901395
FreshSky-Safe,4,3,0,0.2469621281,1.836175919,19.97486486,0.398003537,0.05216216216,23.99954416
FreshSky-Safe,4,3,1,0.8215561338,0.5080937316,5.832162162,0.145561988,0.2091891892,1.048562389
FreshSky-Safe,4,3,2,0.8932287906,0.4222105672,4.827837838,0.1152520738,0.2291891892,0.5332634034
FreshSky-Safe,4,3,3,0.3220866759,1.429873819,13.72594595,0.3953407883,0.08162162162,23.97476381
FreshSky-Safe,4,3,4,0.225348274,2.006740312,19.55297297,0.3991786133,0.05027027027,23.99955093
FreshSky-Safe,4,3,5,0.2465631425,1.839030251,24.41378378,0.3911667047,0.04675675676,23.97186862
FreshSky-Safe,4,3,6,0.4834834838,0.9755450403,10.23486486,0.2992550326,0.1337837838,17.78161234
FreshSky-Safe,4,3,7,0.2778755806,1.641436133,16.45378378,0.3917265149,0.06621621622,23.97622089
FreshSky-Safe,4,3,8,0.2645088005,1.719737046,18.30621622,0.3969339019,0.05783783784,23.99608666
FreshSky-Safe,4,3,9,0.3014458345,1.520828652,16.16513514,0.3896609628,0.07216216216,23.99126408
FreshSky-Safe,4,3,10,0.9387067142,0.3585144156,4.645675676,0.09224479018,0.2172972973,0.3585144156
FreshSky-Safe,4,3,11,0.2969367479,1.542388958,16.73027027,0.3793443114,0.06864864865,23.94756335
FreshSky-Safe,4,4,0,0.662118963,0.6966749552,8.044054054,0.1864076231,0.1556756757,4.140149194
FreshSky-Safe,4,4,1,0.6741961796,0.6813572012,8.23972973,0.1740223122,0.1513513514,6.589858426
FreshSky-Safe,4,4,2,0.3640876,1.27608378,14.72918919,0.3266084703,0.08432432432,22.92810523
FreshSky-Safe,4,4,3,0.2460798207,1.842501298,18.55135135,0.3948928457,0.05432432432,23.99257917
FreshSky-Safe,4,4,4,0.2372011855,1.908996959,20.6172973,0.3936661296,0.0472972973,23.99173239
FreshSky-Safe,4,4,5,0.4128728207,1.13470463,12.23783784,0.3186373273,0.1002702703,14.53934541
FreshSky-Safe,4,4,6,0.5024050881,0.9393093506,12.00243243,0.2548828616,0.1143243243,9.464805713
FreshSky-Safe,4,4,7,0.4159209977,1.126874486,12.09621622,0.2862870316,0.09945945946,17.10497123
FreshSky-Safe,4,4,8,0.2309431598,1.959226317,21.51621622,0.3966109491,0.04621621622,23.99497405
FreshSky-Safe,4,4,9,0.4380235493,1.072981387,13.53405405,0.2897049746,0.09702702703,15.7515533
FreshSky-Safe,4,4,10,0.7287104513,0.6151471375,7.988918919,0.1567793921,0.1578378378,2.58176565
FreshSky-Safe,4,4,11,0.5641011845,0.8344446437,9.402972973,0.2228192724,0.1313513514,6.116669655
FreshSky-Safe,4,5,0,0.9411489522,0.3546353857,5.348918919,0.08549588216,0.2018918919,0.3546353857
FreshSky-Safe,4,5,1,0.4821824971,0.9781203331,10.63945946,0.2722875522,0.1205405405,10.58736933
FreshSky-Safe,4,5,2,0.3825098869,1.218803669,11.8072973,0.339288589,0.09486486486,17.77266785
FreshSky-Safe,4,5,3,0.7544254172,0.5851252029,7.15972973,0.1518162688,0.1794594595,1.666126826
FreshSky-Safe,4,5,4,0.3523107703,1.315645181,13.23648649,0.351668401,0.08918918919,23.92241988
FreshSky-Safe,4,5,5,0.8677360717,0.4538598372,6.232432432,0.1123609759,0.182972973,0.7231590234
FreshSky-Safe,4,5,6,0.95,0.2241414152,4.767297297,0.05476319983,0.2078378378,0.2241414152
FreshSky-Safe,4,5,7,0.2189202535,2.064668323,22.28297297,0.3917289628,0.04540540541,23.99960989
FreshSky-Safe,4,5,8,0.8265150398,0.5023771293,6.494324324,0.1336051609,0.1821621622,0.9118856464
FreshSky-Safe,4,5,9,0.3376263363,1.368663091,13.44540541,0.3773071225,0.08432432432,23.95475772
FreshSky-Safe,4,5,10,0.2625732011,1.731770293,19.02918919,0.3856699247,0.05216216216,23.99626068
FreshSky-Safe,4,5,11,0.2699141276,1.687095206,16.73135135,0.3871199539,0.06216216216,23.99980549
FreshSky-Safe,4,6,0,0.6600953202,0.6992694381,8.412162162,0.1933385501,0.1472972973,5.481735953
FreshSky-Safe,4,6,1,0.4082536129,1.146768836,12.92432432,0.3161362738,0.09540540541,12.48214556
FreshSky-Safe,4,6,2,0.95,0.2551559305,4.82972973,0.05889274721,0.2016216216,0.2551559305
FreshSky-Safe,4,6,3,0.8542797728,0.4699577518,6.451621622,0.118759594,0.187027027,0.8197465107
FreshSky-Safe,4,6,4,0.5796663152,0.8105930222,9.524324324,0.2039627307,0.1272972973,5.7906744
FreshSky-Safe,4,6,5,0.95,0.2156180293,4.721621622,0.05134040103,0.2045945946,0.2156180293
FreshSky-Safe,4,6,6,0.7238759829,0.6208604762,8.602162162,0.1391063067,0.1427027027,1.808604762
FreshSky-Safe,4,6,7,0.298421524,1.535216558,17.22378378,0.370526591,0.06594594595,23.99246458
FreshSky-Safe,4,6,8,0.95,0.2628816135,4.447567568,0.06081801652,0.2045945946,0.2628816135
FreshSky-Safe,4,6,9,0.3698913443,1.257463669,15.88540541,0.3381557704,0.08054054054,23.96274746
FreshSky-Safe,4,6,10,0.95,0.2571157349,4.735135135,0.06170777637,0.2045945946,0.2571157349
FreshSky-Safe,4,6,11,0.5870736138,0.7995478023,9.905405405,0.2150135306,0.1421621622,7.190051651
FreshSky-Safe,4,7,0,0.95,0.2129344738,4.754324324,0.0520826213,0.2116216216,0.2129344738
FreshSky-Safe,4,7,1,0.8194645516,0.5105004868,5.512432432,0.1267972831,0.1924324324,1.394504381
FreshSky-Safe,4,7,2,0.5139536145,0.9182376412,10.12405405,0.2774566711,0.1337837838,8.928277542
FreshSky-Safe,4,7,3,0.1957148488,2.309972111,28.58621622,0.3983141099,0.03135135135,23.99776885
FreshSky-Safe,4,7,4,0.2668165055,1.705631049,16.92189189,0.3964439735,0.06324324324,23.99844559
FreshSky-Safe,4,7,5,0.95,0.2143947682,4.871621622,0.05238185688,0.2075675676,0.2143947682
FreshSky-Safe,4,7,6,0.9166527097,0.3910280632,5.465135135,0.101878663,0.2097297297,0.3910280632
FreshSky-Safe,4,7,7,0.2817874583,1.619983796,16.34648649,0.3914231118,0.06891891892,23.93389116
FreshSky-Safe,4,7,8,0.4060368001,1.152645744,11.74162162,0.3302174294,0.1059459459,17.04789253
FreshSky-Safe,4,7,9,0.95,0.2643493157,4.957567568,0.06587299163,0.2072972973,0.2643493157
FreshSky-Safe,4,7,10,0.95,0.2202876177,4.813783784,0.05661987148,0.2156756757,0.2202876177
FreshSky-Safe,4,7,11,0.8957240492,0.4190042049,5.107027027,0.1092808264,0.2083783784,0.5520336396
FreshSky-Safe,4,8,0,0.924502767,0.3798996382,4.548108108,0.09672039437,0.2113513514,0.3798996382
FreshSky-Safe,4,8,1,0.7675714746,0.5699618165,7.19,0.1608216585,0.1791891892,2.149427248
FreshSky-Safe,4,8,2,0.2938168902,1.557699888,16.13297297,0.3784789729,0.06054054054,23.93178503
FreshSky-Safe,4,8,3,0.223720696,2.021057334,21.35459459,0.394379296,0.04459459459,23.93709605
FreshSky-Safe,4,8,4,0.8564804989,0.4673466129,5.910540541,0.1165840334,0.1916216216,0.7367330643
FreshSky-Safe,4,8,5,0.95,0.2347890628,4.68972973,0.05907800473,0.2140540541,0.2347890628
FreshSky-Safe,4,8,6,0.4732619221,0.9960890923,10.51243243,0.284019998,0.1224324324,13.0983164
FreshSky-Safe,4,8,7,0.198994158,2.271318822,29.32351351,0.3990154687,0.03162162162,23.9957745
FreshSky-Safe,4,8,8,0.3554966144,1.304697623,12.75837838,0.3557945679,0.08783783784,23.95701932
FreshSky-Safe,4,8,9,0.365156396,1.272612991,14.79297297,0.3449813053,0.08756756757,22.57084709
FreshSky-Safe,4,8,10,0.95,0.2590903055,4.55972973,0.06519272281,0.2175675676,0.2590903055
FreshSky-Safe,4,8,11,0.8950142286,0.4199186836,4.878918919,0.1124701123,0.2137837838,0.4995934181
FreshSky-Safe,4,9,0,0.3257577326,1.414897118,14.99486486,0.3732269154,0.07135135135,23.99176942
FreshSky-Safe,4,9,1,0.6871221964,0.6652565043,7.857837838,0.182316242,0.16,5.696669111
FreshSky-Safe,4,9,2,0.2523803769,1.798374164,21.66405405,0.3922399866,0.04783783784,23.97407541
FreshSky-Safe,4,9,3,0.1963495047,2.302374716,30.02162162,0.3920259652,0.03162162162,23.9920901
FreshSky-Safe,4,9,4,0.5437054116,0.8671448273,10.15378378,0.258034177,0.1321621622,9.477186201
FreshSky-Safe,4,9,5,0.2493362779,1.819394726,20.84783784,0.3963330133,0.04810810811,23.9977866
FreshSky-Safe,4,9,6,0.95,0.209506079,4.13,0.05390534788,0.2272972973,0.209506079
FreshSky-Safe,4,9,7,0.4363495231,1.076896197,10.14135135,0.3221957,0.1210810811,18.18273377
FreshSky-Safe,4,9,8,0.95,0.2790122724,4.541081081,0.07261859954,0.2216216216,0.2790122724
FreshSky-Safe,4,9,9,0.6652629851,0.6926602831,7.769459459,0.2061132356,0.1691891892,3.80458368
FreshSky-Safe,4,9,10,0.95,0.247425482,4.453783784,0.06332754903,0.22,0.247425482
FreshSky-Safe,4,9,11,0.2127973752,2.123503268,24.72864865,0.3994481824,0.03756756757,23.99864068
FreshSky-Safe,4,10,0,0.2210551088,2.045012567,19.90486486,0.3985010974,0.04918918919,23.99589223
FreshSky-Safe,4,10,1,0.5230742899,0.9021077578,11.53108108,0.2655122563,0.1189189189,9.642155157
FreshSky-Safe,4,10,2,0.4621770162,1.019211399,12.28540541,0.2908884426,0.1127027027,18.18766737
FreshSky-Safe,4,10,3,0.8877431859,0.4291816563,4.957837838,0.1082233744,0.212972973,0.5459082815
FreshSky-Safe,4,10,4,0.3493760462,1.325898395,15.10540541,0.3440168808,0.08243243243,23.64956675
FreshSky-Safe,4,10,5,0.4491418585,1.047619095,11.01162162,0.3250450597,0.1227027027,13.71428741
FreshSky-Safe,4,10,6,0.5565464418,0.8463561798,10.16837838,0.2362934956,0.1332432432,11.20526068
FreshSky-Safe,4,10,7,0.34857734,1.328717478,14.88135135,0.361267509,0.08351351351,23.61226819
FreshSky-Safe,4,10,8,0.2223217792,2.03354937,22.8927027,0.398465755,0.04054054054,23.99252746
FreshSky-Safe,4,10,9,0.6900300697,0.6616731043,7.963783784,0.1861626221,0.1659459459,10.71361659
FreshSky-Safe,4,10,10,0.2104662511,2.146920017,24.05432432,0.4003715707,0.03837837838,23.99724247
FreshSky-Safe,4,10,11,0.2177243916,2.075867389,29.90108108,0.3916095777,0.03864864865,23.99321517
FreshSky-Safe,4,11,0,0.95,0.3358641596,5.165405405,0.08042585012,0.2043243243,0.3358641596
FreshSky-Safe,4,11,1,0.2935060875,1.559243329,15.89162162,0.3771683187,0.07324324324,23.99535639
FreshSky-Safe,4,11,2,0.6227889451,0.7487311135,8.656756757,0.1977054859,0.1586486486,5.959395632
FreshSky-Safe,4,11,3,0.4312530983,1.088976442,11.83594595,0.310799763,0.1008108108,12.95984568
FreshSky-Safe,4,11,4,0.6153269509,0.7590395275,9.103243243,0.1914010484,0.1386486486,7.139830077
FreshSky-Safe,4,11,5,0.4183303984,1.120756955,14.43810811,0.3162352056,0.09405405405,21.3849795
FreshSky-Safe,4,11,6,0.9434799305,0.3508668233,5.245135135,0.08600978616,0.1997297297,0.3508668233
FreshSky-Safe,4,11,7,0.4987828682,0.9460759936,11.89189189,0.2582531766,0.1113513514,14.74405183
FreshSky-Safe,4,11,8,0.6260188518,0.7443154627,10.23675676,0.1822567052,0.1354054054,9.073779344
FreshSky-Safe,4,11,9,0.4351735249,1.079661914,10.74594595,0.2958857246,0.1089189189,16.34410998
FreshSky-Safe,4,11,10,0.2492611008,1.819920828,21.17513514,0.3934963951,0.05081081081,23.9968331
FreshSky-Safe,4,11,11,0.2092716103,2.159149808,29.19189189,0.3921482894,0.03648648649,23.98724712
FreshSky-Safe,4,12,0,0.2277146089,1.986329388,20.35540541,0.3913605741,0.04972972973,23.99698616
FreshSky-Safe,4,12,1,0.9318683167,0.369039043,5.099189189,0.08547742158,0.1981081081,0.369039043
FreshSky-Safe,4,12,2,0.4490225566,1.047885528,12.24486486,0.3061525017,0.1081081081,23.95484878
FreshSky-Safe,4,12,3,0.364868936,1.273544601,13.65675676,0.3428244386,0.08621621622,18.82697184
FreshSky-Safe,4,12,4,0.3264467419,1.412123145,17.14594595,0.366007053,0.07648648649,23.97588129
FreshSky-Safe,4,12,5,0.2532754659,1.792296255,20.99108108,0.3938207716,0.04459459459,23.99199887
FreshSky-Safe,4,12,6,0.5108922966,0.9237509324,9.967837838,0.2444195035,0.1245945946,7.027516783
FreshSky-Safe,4,12,7,0.7249468559,0.6195927545,7.084864865,0.1497070061,0.1618918919,1.795927545
FreshSky-Safe,4,12,8,0.885090931,0.4325165816,5.954594595,0.1060250107,0.1881081081,0.5625829082
FreshSky-Safe,4,12,9,0.3371942215,1.370290719,15.4727027,0.34886861,0.07675675676,21.87686169
FreshSky-Safe,4,12,10,0.4510893652,1.043286736,12.87135135,0.2746381841,0.1035135135,13.59559493
FreshSky-Safe,4,12,11,0.3770521179,1.235229773,12.78675676,0.3234966621,0.09432432432,20.11597409
FreshSky-Safe,4,13,0,0.931036637,0.3702883284,6.169459459,0.09117099114,0.1886486486,0.3702883284
FreshSky-Safe,4,13,1,0.7159624459,0.6302691506,7.635945946,0.1693209556,0.1618918919,2.702691506
FreshSky-Safe,4,13,2,0.6775674106,0.6771299559,8.631621622,0.1645242785,0.1435135135,2.494169603
FreshSky-Safe,4,13,3,0.3509019354,1.320546841,15.08945946,0.3444128923,0.07918918919,20.71226362
FreshSky-Safe,4,13,4,0.95,0.2764601871,5.394594595,0.06814370018,0.2016216216,0.2764601871
FreshSky-Safe,4,13,5,0.7562371291,0.5830294735,6.854594595,0.1492240301,0.1710810811,1.315147367
FreshSky-Safe,4,13,6,0.2357345475,1.920506701,25.00567568,0.3913681223,0.04324324324,23.99651181
FreshSky-Safe,4,13,7,0.5713184825,0.8232731646,9.407027027,0.2400842553,0.1416216216,8.981829115
FreshSky-Safe,4,13,8,0.95,0.2265612916,4.836216216,0.05737511628,0.2156756757,0.2265612916
FreshSky-Safe,4,13,9,0.8385292043,0.488449848,5.956216216,0.124620718,0.1897297297,0.9306990882
FreshSky-Safe,4,13,10,0.9458583108,0.3469497415,5.418648649,0.07473484972,0.1840540541,0.3469497415
FreshSky-Safe,4,13,11,0.3749843981,1.241568686,13.12324324,0.3224722993,0.09135135135,18.78510197
FreshSky-Safe,4,14,0,0.3969158517,1.177446822,12.08189189,0.3201382439,0.09567567568,14.52340465
FreshSky-Safe,4,14,1,0.64914127,0.7134614509,8.322972973,0.1928274192,0.1497297297,9.457689331
FreshSky-Safe,4,14,2,0.685168137,0.6676722331,8.208378378,0.1793692432,0.1448648649,4.821116895
FreshSky-Safe,4,14,3,0.2123384503,2.128067317,26.96108108,0.3968557969,0.0372972973,23.99598236
FreshSky-Safe,4,14,4,0.8391928019,0.4876767217,6.247567568,0.1206011352,0.1827027027,1.402827548
FreshSky-Safe,4,14,5,0.2547057577,1.782678959,19.64054054,0.3868895147,0.05432432432,23.98129072
FreshSky-Safe,4,14,6,0.6450583303,0.7188179662,9.507297297,0.2039888823,0.1367567568,7.408085086
FreshSky-Safe,4,14,7,0.3536782427,1.310923092,17.29405405,0.3493432889,0.07648648649,23.39492349
FreshSky-Safe,4,14,8,0.3495021855,1.325454306,14.81567568,0.3456928124,0.08621621622,23.69088758
FreshSky-Safe,4,14,9,0.2638904463,1.723560971,18.68756757,0.3810467227,0.0572972973,23.98956077
FreshSky-Safe,4,14,10,0.8142278578,0.5165166625,6.295135135,0.1257787873,0.1810810811,1.697299925
FreshSky-Safe,4,14,11,0.4332858251,1.084128614,12.55351351,0.284803517,0.09810810811,16.50165903
FreshSky-Safe,4,15,0,0.95,0.2609434761,4.566756757,0.06410746479,0.2154054054,0.2609434761
FreshSky-Safe,4,15,1,0.6682774533,0.6888292002,7.046216216,0.1958508969,0.1789189189,4.621267203
FreshSky-Safe,4,15,2,0.3936552323,1.186565108,12.60432432,0.3380107091,0.1021621622,22.72977877
FreshSky-Safe,4,15,3,0.8783623152,0.4408835581,5.984594595,0.1049779499,0.1872972973,0.6453013484
FreshSky-Safe,4,15,4,0.2542081145,1.786011998,20.5772973,0.3919572278,0.04972972973,23.99109558
FreshSky-Safe,4,15,5,0.6112416568,0.7647485898,7.889189189,0.2172299373,0.1632432432,7.918714745
FreshSky-Safe,4,15,6,0.1961261937,2.305041448,34.55189189,0.3887421252,0.03,23.99744541
FreshSky-Safe,4,15,7,0.2603661895,1.74572184,18.66756757,0.3972696727,0.05216216216,23.98635636
FreshSky-Safe,4,15,8,0.4858854259,0.9708198352,9.891081081,0.280750601,0.1283783784,11.58721654
FreshSky-Safe,4,15,9,0.9440218225,0.349980936,5.006216216,0.08494131907,0.2008108108,0.349980936
FreshSky-Safe,4,15,10,0.777121657,0.5589976316,7.664054054,0.1430731776,0.1689189189,3.020955001
FreshSky-Safe,4,15,11,0.6438927182,0.7203540735,9.075405405,0.1869026785,0.1456756757,3.605311103
FreshSky-Safe,4,16,0,0.3932789834,1.187626136,14.18,0.3379919787,0.09675675676,23.98332498
FreshSky-Safe,4,16,1,0.7735119064,0.5631378354,7.292702703,0.168332553,0.1848648649,3.499618873
FreshSky-Safe,4,16,2,0.901603995,0.4113518347,5.022972973,0.1070626532,0.2121621622,0.4454073388
FreshSky-Safe,4,16,3,0.8416273572,0.4848363331,6.171081081,0.1179331621,0.1818918919,1.018035998
FreshSky-Safe,4,16,4,0.2260479039,2.00065631,19.11567568,0.3995905441,0.05135135135,23.78376683
FreshSky-Safe,4,16,5,0.7045979448,0.6439160289,6.454594595,0.1806445508,0.1851351351,2.858740433
FreshSky-Safe,4,16,6,0.6624829137,0.6962092138,7.542702703,0.2081101055,0.1732432432,10.45595012
FreshSky-Safe,4,16,7,0.1982197585,2.280313362,27.17027027,0.3993629888,0.03216216216,23.99646026
FreshSky-Safe,4,16,8,0.7522839954,0.5876051337,6.536756757,0.1653234984,0.1910810811,1.90084107
FreshSky-Safe,4,16,9,0.3841282698,1.214015836,11.62513514,0.3546894915,0.1056756757,19.63449091
FreshSky-Safe,4,16,10,0.2247729528,2.011774821,25.77324324,0.3936553973,0.04054054054,23.9909764
FreshSky-Safe,4,16,11,0.2144342016,2.107404393,24.39324324,0.3992676971,0.04027027027,23.99153746
FreshSky-Safe,4,17,0,0.6058267012,0.772389876,8.616486486,0.2072927424,0.1443243243,6.675407644
FreshSky-Safe,4,17,1,0.4606290406,1.022513998,10.78864865,0.2810531719,0.1156756757,9.96022397
FreshSky-Safe,4,17,2,0.8627452041,0.4598691245,4.599459459,0.1198145503,0.2148648649,0.6993456227
FreshSky-Safe,4,17,3,0.95,0.2139841101,4.337837838,0.05812271099,0.227027027,0.2139841101
FreshSky-Safe,4,17,4,0.8920394043,0.4237308779,5.401351351,0.1107426376,0.2018918919,0.5186543897
FreshSky-Safe,4,17,5,0.9329954481,0.3673358894,4.781621622,0.09342245186,0.217027027,0.3673358894
FreshSky-Safe,4,17,6,0.2434414901,1.861711545,23.41459459,0.3929720855,0.04594594595,23.9896348
FreshSky-Safe,4,17,7,0.2237143759,2.021113381,23.6,0.3949364796,0.03891891892,23.98581206
FreshSky-Safe,4,17,8,0.7874097494,0.5472165522,6.471351351,0.1512979819,0.1886486486,1.597114493
FreshSky-Safe,4,17,9,0.2072792387,2.179902851,32.08216216,0.3982741426,0.03486486486,23.99805703
FreshSky-Safe,4,17,10,0.95,0.241873434,4.499189189,0.05935704813,0.2140540541,0.241873434
FreshSky-Safe,4,17,11,0.5223938409,0.9032962107,9.265675676,0.2690357903,0.1348648649,14.35162569
FreshSky-Safe,4,18,0,0.95,0.2641897105,4.674864865,0.06876072734,0.2181081081,0.2641897105
FreshSky-Safe,4,18,1,0.2298402862,1.968390267,21.29864865,0.3942100508,0.04756756757,23.99532064
FreshSky-Safe,4,18,2,0.2514208534,1.804941085,18.44864865,0.3887940661,0.05135135135,23.98798908
FreshSky-Safe,4,18,3,0.95,0.3377909827,4.687837838,0.08481292512,0.2151351351,0.3377909827
FreshSky-Safe,4,18,4,0.8064515181,0.5254308787,6.478648649,0.1323517781,0.1854054054,1.027154393
FreshSky-Safe,4,18,5,0.2889292384,1.582364629,15.36,0.3810505093,0.07297297297,23.96711355
FreshSky-Safe,4,18,6,0.86964094,0.451552802,5.75,0.119234348,0.1994594595,0.709316812
FreshSky-Safe,4,18,7,0.95,0.2372894534,4.639189189,0.06131046417,0.2172972973,0.2372894534
FreshSky-Safe,4,18,8,0.4229897239,1.10910177,11.00216216,0.3108482529,0.1067567568,18.36430976
FreshSky-Safe,4,18,9,0.9113191376,0.3983676074,4.717297297,0.09937656802,0.2083783784,0.3983676074
FreshSky-Safe,4,18,10,0.93510967,0.3641087485,5.60027027,0.09496349791,0.2081081081,0.3641087485
FreshSky-Safe,4,18,11,0.8418183031,0.4846132827,6.501621622,0.1295358207,0.1975675676,1.776878937
FreshSky-Safe,4,19,0,0.8339118425,0.4938172966,5.734594595,0.1275917123,0.1894594595,0.8690864829
FreshSky-Safe,4,19,1,0.4218873338,1.111838862,11.87864865,0.2836691584,0.1005405405,13.44332701
FreshSky-Safe,4,19,2,0.3658373363,1.270411673,14.3772973,0.3382041886,0.08567567568,22.69957271
FreshSky-Safe,4,19,3,0.3670076204,1.266646367,12.66297297,0.3580843515,0.09756756757,21.46609829
FreshSky-Safe,4,19,4,0.481511622,0.9794527448,11.17027027,0.2644522411,0.1162162162,10.48631862
